filename,chroma stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49
../Trainingdata/VocalSound/Cough\m0404_0_cough.wav,0.5116844,0.074032865,2980.6329831819576,2497.1021936949255,5981.607163373162,0.1915469898897059,-349.88297,40.08187,-4.625721,-3.2628634,-13.641405,7.298489,-18.089396,-8.378355,-15.386578,-9.034662,-10.333602,-2.1256118,-10.264171,-3.7255845,-1.5525558,-0.23982868,-4.294094,-0.5817318,-0.2650026,-3.732561,-2.8546796,-0.57329,-3.6136835,-2.7410412,-1.1373802,-1.2380886,-2.6195734,2.868459,0.0973831,0.9877201,1.1050242,0.73653656,-1.010484,0.46302786,-0.59125304,0.608107,-0.33700573,-0.3220162,-2.724175,-0.15299104,-1.6578568,-0.55027497,0.07860864,-0.70564914,-0.18093947,0.17971705,-1.1243284,0.54788727,0.4682998,-0.4737714
../Trainingdata/VocalSound/Cough\m0406_0_cough.wav,0.30550477,0.15760319,1856.589459825719,2136.342999640893,3729.93359375,0.08453559027777778,-229.77348,111.754074,-11.246337,-6.5853257,-0.2652227,10.04703,-1.4474252,-3.3150284,-10.17975,-5.2274284,-5.088754,3.8170345,0.955971,0.06636231,-10.877273,-4.211818,-0.51547754,-1.1700302,-7.340841,-2.3361506,-9.45469,-2.281327,-5.3830733,0.038550008,-0.23706828,-0.21695895,-7.3967056,-3.2431548,-4.1899495,-1.9478182,-4.0975313,-3.5018039,-5.57065,-1.079668,1.221051,1.9892668,2.1870995,1.4055957,-3.2125268,-0.032760147,-1.6487089,-0.86292803,-1.9561,-1.2189391,-1.42389,0.2944498,2.3020585,3.2569385,2.401038,1.2089905
../Trainingdata/VocalSound/Cough\m0407_0_cough.wav,0.52724767,0.036322676,3171.202349391853,2715.5541573406044,6444.51320482337,0.19438901154891305,-419.64883,50.093136,0.7886605,13.743839,-2.6847079,1.3233829,-3.256765,-3.1952975,-4.8855004,6.2129774,0.80205077,1.1505933,-5.752428,-8.139288,-2.7856565,-4.8749657,-4.430788,1.5685606,-7.113831,-0.5438602,-3.8696907,4.5352354,-1.5421901,-1.3593624,-0.26774728,0.5236313,-3.7771392,-2.81566,-2.8567426,-2.9167626,-1.2932428,-1.8279625,-4.245214,-2.7432761,-3.2816813,-3.28548,-4.2454863,0.28429383,-0.5009907,-1.7936456,-2.3450012,-2.648957,-2.133329,-1.4072171,-2.134708,-1.9827029,-0.49544188,0.3116856,-1.2118801,-0.8773503
../Trainingdata/VocalSound/Cough\m0411_0_cough.wav,0.35588878,0.04889363,2169.4774466978424,1966.7077327272102,4333.307571916391,0.13318113617549668,-352.36526,69.365295,-8.529798,6.222475,-1.3207189,12.671229,-18.31743,4.115751,-9.4986925,-2.0850782,-3.9231086,0.5445064,-2.3244343,-9.1685095,-5.822797,-4.4100456,-14.493101,-10.841306,-3.2746546,-4.406193,-7.3486524,-6.1164837,-4.033908,-8.400823,-4.074487,-4.4312525,-2.6699834,-0.78677106,-0.19690745,-2.1018362,-0.79146713,-1.1201026,-3.0271268,-4.6915855,-0.46082363,1.2860972,0.42103556,-2.1571658,-2.136264,2.7051795,3.3129406,2.6088858,1.0429946,0.22459143,-0.49925718,1.4423933,-0.13741545,-1.8112237,-2.0396042,2.354243
../Trainingdata/VocalSound/Cough\m0413_0_cough.wav,0.5253802,0.020820878,3060.464505732898,3081.528052117261,7341.220622417355,0.15802960356404958,-464.72952,54.67898,16.462187,10.222637,4.080861,0.18964937,-13.190606,-5.740854,-17.414179,-8.110466,-9.718388,-5.1893225,-13.849144,-5.788614,-13.260547,-5.6933346,-8.55221,-8.538661,-6.426459,-4.478769,-8.072548,-5.198747,-7.6830106,-2.184319,-2.2840152,-6.3371944,-3.6360588,-3.9498205,-4.101904,-1.2175746,-4.6551695,-0.6741798,-3.1008437,-0.954468,-3.3821986,-0.21172924,-3.4621086,-0.7881382,-1.2982649,-1.4868398,-0.4231896,-1.2203761,-1.0798302,-0.7410831,1.7359774,0.76109123,-0.2049005,0.78143567,0.8837966,1.6463735
../Trainingdata/VocalSound/Cough\m0417_0_cough.wav,0.61809874,0.010630544,4728.681988705616,2780.898273443138,8324.887144333657,0.4328736776507782,-470.8501,-6.7693434,-13.745931,9.371291,-8.674018,-3.8281312,-1.2691543,-2.7836046,-3.1471288,-6.721699,-4.2328324,-5.656867,-7.034897,-1.7239418,-2.971494,0.0057347664,-6.8209834,0.95051706,-5.9451075,0.68456745,-4.900462,2.3611362,-3.0990176,2.5027597,-3.720314,2.1263206,-2.704392,1.0194364,-3.0621078,0.2278676,-3.6012154,0.22746642,-2.6818066,-0.08432504,-2.7883608,0.028567363,-2.1507368,0.1104075,-1.4042404,0.06635239,-1.7146937,0.7686089,-1.1421796,0.7954901,-0.54263675,0.9793412,-0.7581729,1.0341241,-0.5019531,0.69519055
../Trainingdata/VocalSound/Cough\m0420_0_cough.wav,0.47714168,0.025794622,1701.4856436425341,1426.424787146554,3164.0244371309054,0.127562515378937,-478.38007,43.407055,-10.473465,7.7961974,-6.574601,-6.080972,-3.3712425,3.7027977,-3.5913205,-11.273556,-11.445278,-11.550035,-3.2099302,-7.164076,-8.135934,-7.273017,-3.5674336,-0.76031375,-2.370518,-2.5187936,-4.1532793,1.4405683,1.2317922,-1.4421791,1.3006152,2.908048,-0.07668809,1.081392,6.2595134,1.7534769,0.9689258,2.6502278,0.75972587,0.9557786,2.1114318,0.51527846,-2.083562,-0.6460136,-0.7346435,0.29553488,0.37932184,-1.9179041,-1.9307904,-1.284105,-0.3722264,-0.15831453,0.90810704,0.43838832,-0.68479604,-0.6668098
../Trainingdata/VocalSound/Cough\m0425_0_cough.wav,0.35920975,0.058119208,2434.7948418314168,2566.8972466521286,5304.914075756505,0.11351765766402715,-382.8547,48.357765,-0.55626744,1.4927915,-2.6856308,2.2866461,-8.314356,-10.03318,-7.9826107,-8.545942,-7.321623,-1.5667824,-6.645633,-3.3174195,-0.890861,-0.018721567,-1.5344121,0.5086281,-3.759206,0.08057819,-4.5438576,-0.6544207,-4.808694,-1.2944398,-3.0729666,-0.6162458,-2.405948,0.97543216,-0.44872192,1.3758329,-1.3470904,1.3085446,-0.77257,0.28191578,-1.4080846,-0.6925819,-0.6437401,-0.5507726,-0.6851393,0.31448796,-1.1061621,0.3620857,-1.2486188,0.3053016,-0.24051708,-0.84971577,-0.710496,0.2650483,-1.1815389,-0.77063113
../Trainingdata/VocalSound/Cough\m0426_0_cough.wav,0.44897068,0.049887888,1873.1940664792805,1951.8303706226138,3611.6523210392443,0.09842841569767442,-387.20007,77.808334,-3.1469045,31.097391,-4.562761,-7.4171667,-3.6143692,-16.040407,-9.923368,-12.00711,-10.183756,-8.712133,-12.357463,-10.281384,-5.8950195,-9.998554,-11.515977,-5.7535706,-9.272543,-3.7516136,-1.4037521,-6.004339,-5.725611,-2.2792726,-3.0761306,-3.6586976,-2.5894115,-3.865296,-2.4852812,1.6797007,-0.9324972,0.7583318,1.1402205,0.84817755,1.1808234,0.15229943,-0.6076881,1.7361386,-0.14374462,0.6932902,0.36933303,-1.5285784,0.51562333,0.5497279,-0.9658447,-0.1582395,-0.15463868,-0.048912875,-0.14732748,-0.6258271
../Trainingdata/VocalSound/Cough\m0427_0_cough.wav,0.43691176,0.048894547,3291.5601028975802,2552.4347940575335,6097.465018037358,0.26822547804532576,-386.2597,30.26262,-0.08613141,1.749062,-12.639529,5.8590574,-7.935252,4.2803345,-13.013553,0.32370964,-12.495009,-3.9708552,-6.0475903,-4.7560463,-8.759183,-10.461033,-7.3005376,-4.0437994,-10.145479,-4.035493,-5.9426956,-0.04350576,-4.301149,2.0107958,-3.5883167,-1.1901445,1.0517055,-1.8348454,-3.7448783,-1.1674517,-1.3916215,0.10750105,-1.3817052,-1.5949496,-0.14184391,0.18866481,-1.3179935,1.9378155,-0.8354202,-0.047884934,-1.1069466,-0.17874505,-1.7027009,-0.25209364,-1.2550269,0.18698533,-0.2801303,1.134963,-0.11916437,-1.623298
../Trainingdata/VocalSound/Cough\m0428_0_cough.wav,0.36824203,0.06423022,1785.5417309813788,2045.8968590532606,3390.2736328125,0.07022265625,-380.96405,67.472244,3.6664317,4.076623,0.046325035,-0.13395451,0.92879015,7.5710564,-11.089888,-0.4790676,-5.767228,-2.3239264,-0.15031272,-4.8438826,-1.5253315,-2.2005622,-7.364169,-4.668433,-7.416088,-4.637035,-10.12773,-4.010684,-6.18378,-1.2539539,-5.8186336,-3.4498706,-2.694484,-0.3281138,-4.3015532,-2.6640992,-3.6527064,-2.1827908,0.7496759,0.5854936,0.6187997,0.39598295,0.4575232,2.4845607,1.1793587,1.9216964,-0.75916994,1.4790628,-1.3948718,-0.5873723,-2.2785342,-1.4195881,-0.45106146,-2.4845455,-2.3494747,-0.11043989
../Trainingdata/VocalSound/Cough\m0429_0_cough.wav,0.42989066,0.06553741,2520.314620914196,2257.066730166732,4721.06555917645,0.15896387258287292,-363.46805,45.798805,-17.437315,-13.545974,-7.266686,-10.808561,-9.437941,-8.460131,-17.862616,0.27079013,-5.4676085,-3.8393214,-7.055425,3.8232732,-2.2376552,-1.2750287,-2.53723,0.26277828,-8.34594,-1.4074907,-2.2248769,-1.8122702,-5.468574,-0.3873692,-4.723622,0.27887323,-0.25844783,0.7081518,-1.0634569,0.56301814,-1.7890618,0.7714381,-1.7646042,-0.058332685,-1.6209208,-1.7523108,-1.501172,-0.73551697,-1.3346939,2.0844831,-0.24621877,-0.1867374,0.083801225,1.7480631,-0.3836514,-0.107553765,0.4975126,0.12202715,-0.4806418,0.4795823
../Trainingdata/VocalSound/Cough\m0430_0_cough.wav,0.4452849,0.06662853,2689.9896025585126,2548.3597788240995,5490.804893092105,0.13468485667293234,-272.93167,79.91326,1.108258,-0.4866513,0.5802146,8.263953,4.4611316,8.505415,-15.582648,1.01331,1.4486107,-3.083404,-9.543734,0.5374159,-2.0618446,7.0507665,-3.1687427,1.661871,3.391408,-2.9283903,-10.710939,4.581543,-10.930896,0.83946836,-4.017891,-2.4498897,-3.92321,-0.034031518,-2.818639,5.2009387,-1.3952696,1.6161139,-5.9685764,0.23096913,-3.707852,-3.2894127,-3.2748697,0.275684,-3.5219688,-0.73911875,-2.6683443,3.3567498,-2.684759,-0.17667659,-2.1368682,1.0621669,-1.268777,0.5263028,-3.313892,1.1952848
../Trainingdata/VocalSound/Cough\m0431_0_cough.wav,0.44793424,0.03257499,2421.5993344509716,2319.1396052030213,4759.453125,0.14375697544642857,-392.68954,56.493618,-14.856282,5.5254207,-3.148853,5.597345,-10.629978,-16.91097,-9.76564,-2.1284761,-8.06186,-1.3759923,-0.2913341,5.907339,-1.7191354,-0.74127734,-8.499545,-4.21327,-8.530405,-1.0113287,-7.7564306,-4.3461857,-7.019704,1.3222576,2.2499878,4.78654,0.5987489,2.6479683,-2.8146574,2.0533726,-2.442451,-3.1059234,-5.2401333,-4.4180694,-3.5500715,-1.4955425,-4.9142995,-1.163334,-0.32960844,-1.6574492,-1.6203823,0.9943965,-1.3921926,0.26207706,0.7208127,1.3206189,-0.58395857,1.125639,0.70571,-0.12133755
../Trainingdata/VocalSound/Cough\m0432_0_cough.wav,0.43310076,0.11577909,3349.604233805899,2482.2487567942344,6248.7127896012935,0.2285060036945813,-166.90733,45.212593,-20.17505,5.0461354,-25.320387,9.248215,-16.349176,-1.942593,-26.448668,-6.513004,-17.257627,-3.200579,-23.988647,-13.686427,-9.608125,0.081926316,-14.596047,6.4294095,-11.273045,-5.690383,-12.257654,0.71580756,-6.9638934,-4.3199854,-8.207385,6.8618283,-5.3851414,-2.8255627,-3.2059276,7.1780505,-3.393362,-1.7158122,-0.79239583,0.9449798,0.41530722,0.38187855,-3.3462877,6.0361,-2.9075556,2.6012502,0.4329821,1.6761314,-2.339474,4.8128953,-1.4237479,2.408471,-1.3469791,2.0510476,1.0148157,0.660881
../Trainingdata/VocalSound/Cough\m0434_0_cough.wav,0.47076675,0.055238273,2788.008557292849,1727.017002395113,4691.402633101852,0.20045050475823045,-358.34137,44.878456,-72.81817,41.404987,-11.887439,23.081726,-13.712898,6.7274103,-4.9187593,9.491071,4.7745824,6.5673094,7.4405775,-13.3957205,10.903427,1.0860658,4.497818,-5.3494225,-1.6067154,7.0658298,-2.471456,1.316396,0.8831634,3.577264,3.295251,3.3867736,4.7596526,4.1368155,1.5214992,3.671984,-1.2054868,2.3956063,1.7955458,0.042693388,-0.178992,-0.69900507,1.7077157,1.2521968,0.96699804,-2.3800526,-0.67957115,0.86521304,-0.8467737,0.31374106,-1.6499028,-0.5974449,1.1259251,-1.0107905,-1.4755784,0.09793612
../Trainingdata/VocalSound/Cough\m0436_0_cough.wav,0.49117705,0.11268632,2073.61737299954,2111.4877928131323,4082.8416546571602,0.11420566595873786,-212.93204,113.10888,-25.902147,5.457137,4.003171,0.1491805,-14.083462,-8.572752,-15.704551,-3.746113,-5.5104036,-4.44968,-2.4656942,-0.18439744,-5.871098,-1.2422905,-6.1912594,6.1794343,0.38948414,2.524624,-6.838514,4.0189114,-3.5338814,-0.8132783,-5.968627,0.051055666,-3.963225,1.8362752,-2.608749,2.0313973,-0.46187073,0.57676643,-1.3092241,1.7314016,-0.9459045,0.42225003,-1.0749155,0.6786933,-2.0966983,0.00057901343,-1.9904342,-0.66668874,-0.92673826,1.5690656,-1.6002649,-1.6124585,-0.7496868,0.022715235,-0.521258,-0.29902932
../Trainingdata/VocalSound/Cough\m0439_0_cough.wav,0.42943892,0.072736345,1366.5202946105305,1685.4327694118256,2123.0774107975744,0.07959421641791045,-333.43988,115.26423,5.3487954,-29.661,-20.360622,16.349443,-2.5997899,6.973815,-6.7614594,-11.826211,0.6620823,1.1926326,3.9684916,-4.2904625,-3.0124602,4.0708942,-14.093902,3.275196,-9.976711,-8.047321,-5.501323,-3.8884091,4.1070466,-3.2992957,0.53800106,-1.9841229,-1.1607485,2.8788254,-6.773378,-0.13827063,-3.7944496,-3.3209774,-2.3645935,-7.4012594,-1.6262017,-2.3022957,0.66289866,0.901332,-0.094642095,-0.629953,-0.15985824,0.6273481,-5.492109,-2.369776,-1.2524935,-0.465141,-0.93431103,-2.060313,-1.1210884,2.1255324
../Trainingdata/VocalSound/Cough\m0440_0_cough.wav,0.40667298,0.07531346,2329.2470281919973,1740.962840732583,4238.40087890625,0.17141927083333333,-321.4965,67.318695,-51.587543,29.811045,-15.800817,14.883303,-11.939104,-8.838828,-11.42604,-4.4735637,-3.622168,-13.42467,-1.5502067,-0.02139137,2.6622033,-7.578207,-9.328207,-8.319359,-7.8204613,-2.9061332,-9.7558155,-0.61250347,-9.523898,-3.7148247,-3.4252377,-0.7906754,-1.3395268,-5.601741,-3.7083497,-3.0297651,1.7192941,-2.961761,-1.6730822,-5.170287,1.5616343,-2.901302,-2.1104944,-0.87875295,-3.5979679,-2.1235526,-3.7795863,-1.4296132,-2.3479424,-0.5840292,-0.6391107,-0.19784912,-0.8165989,-1.3689879,0.68190056,1.0843287
../Trainingdata/VocalSound/Cough\m0442_0_cough.wav,0.3598481,0.01038759,3883.0241568723663,2238.8209183517583,6124.4747258684965,0.2708672073286802,-484.5253,-19.098242,-29.180016,52.758106,14.349892,14.161928,12.39993,14.110418,-0.6749937,14.491848,1.5154924,1.2785181,-0.9682817,0.17528859,-7.071988,3.4553006,-8.223612,-0.3173337,-10.907147,3.0729637,-8.532653,1.0626149,-8.412959,0.77148896,-6.503077,-1.1711365,-5.078442,1.6072762,-5.0351577,-0.83999044,-7.3149314,-1.1623454,-5.578074,-3.0523968,-7.5340343,-3.445153,-4.9695773,-2.4006202,-4.2731724,-0.86674726,-3.9107435,-2.3476582,-4.335188,-2.3117673,-3.3470676,0.33771914,-1.490121,0.8215961,0.59176815,1.8628224
../Trainingdata/VocalSound/Cough\m0445_0_cough.wav,0.47551456,0.07630446,1544.381643931257,2024.046334691064,3293.72104076629,0.0466542345412234,-351.73242,112.91342,6.6198187,-13.208989,-11.926163,-2.134718,1.4761142,11.404304,-5.779119,8.187158,11.948089,-1.321203,-2.3786633,-0.11338579,2.7496095,-3.3961973,-5.3750157,1.7986597,-5.3045497,4.634675,0.6229709,3.0000303,-7.347681,0.59002656,3.7678008,1.196685,3.76558,1.8969405,-1.5148929,-3.3619814,-0.14803866,0.35289598,-2.9317987,-0.27856168,1.9542937,0.6042827,-1.6287316,-1.5887616,-0.18221495,-2.9496803,-3.1801922,-4.377217,-1.7145863,-1.5884782,0.6689235,0.113400966,0.71234673,2.0014598,-0.2820919,2.0597901
../Trainingdata/VocalSound/Cough\m0446_0_cough.wav,0.49659985,0.055851646,2577.431897997335,2644.406009284738,5667.039397013122,0.13265603418508287,-351.60986,69.18705,16.2651,9.292382,3.8862112,9.215448,7.0592003,3.3530843,-8.168721,-3.1259685,-6.5603986,-6.036673,-11.406509,-6.413347,-8.766695,-3.2568104,-5.7297807,-1.602038,-3.773034,0.089993894,-3.1503453,2.3487804,-4.177988,1.8565679,-1.579429,-0.9270085,-4.921112,-2.2079458,-2.769035,-2.3655849,-4.168335,-0.37764525,-2.2966,-0.7580772,1.3035206,-1.4048858,-2.325274,0.4743327,-3.3965805,0.9078144,-1.5692563,-0.7732552,-0.6830251,-1.785442,-1.6668884,-0.63178694,-0.7422916,-0.7166195,-0.7002101,0.78565985
../Trainingdata/VocalSound/Cough\m0452_0_cough.wav,0.42384565,0.071719386,2347.4605483077335,1995.4521294320505,4678.721708409927,0.2042624080882353,-391.0536,55.128426,-17.581038,11.908687,-7.5388155,11.612308,-0.6149851,-1.2617254,0.5092179,2.0494993,0.1299654,-3.3318455,0.464335,-2.4807951,1.88128,-2.5623405,-4.049128,-3.595869,-6.328115,-3.4265895,-5.6564264,-2.1348443,-5.604554,-4.8688784,-2.5500677,-3.7584796,-1.1382322,-2.1780553,-3.4580495,-2.9199657,-1.5146303,-0.9297209,-0.713208,-1.9726281,-2.3581278,-1.8257393,-0.68031937,-1.8484558,-1.9837153,-0.8819807,-0.11304034,1.4882168,0.95438457,0.6466116,0.6971046,1.5347204,0.41016,0.88588095,-0.048093908,-0.07171936
../Trainingdata/VocalSound/Cough\m0454_0_cough.wav,0.41197073,0.042116106,1898.85407436219,1727.996391309377,3880.0853715768553,0.17577089774734983,-417.04697,35.079247,-12.580993,8.537344,-7.5236073,12.061276,-7.2325134,-0.59973645,-12.836458,-6.4496775,-3.0102181,-12.752979,-3.078037,-8.229466,-3.6083815,-0.29932734,-5.311996,-4.6649613,-4.3037343,-0.66418886,-2.4074943,0.7389186,-2.985085,1.9292464,-3.188816,-4.759045,-3.6954217,-3.3193464,-2.835591,-3.484786,1.2615242,-0.084958665,0.5938425,-1.6438842,1.1831242,-1.7929075,0.58320504,0.2560586,-1.5693223,-1.1668711,-0.4516851,1.0616318,-0.6795413,-0.38716868,-1.1194535,1.9179165,-0.21492703,1.8213434,-0.23184931,1.3045335
../Trainingdata/VocalSound/Cough\m0455_0_cough.wav,0.51542866,0.02285912,3594.0004207152774,2886.2428893948804,6980.394214352235,0.24849635244205298,-376.93042,49.81266,2.066654,-3.6871226,-8.567127,7.728046,-10.9675,4.53039,-30.42793,0.31950966,12.677694,-2.689108,-2.014206,7.9300804,1.7406822,-2.3551536,-8.180194,3.565217,-12.1622505,1.0123384,-7.132265,3.5666568,-5.660855,-2.2892923,-5.8210816,2.3118305,-5.329143,4.492597,-3.9317675,-2.614168,-4.230009,2.7583764,-4.075353,0.6779762,0.36966416,-1.335746,-8.632915,0.40937406,-1.7039467,1.2145385,-4.7436457,1.9057388,-2.382952,-0.7854276,-1.5089008,0.9215216,-4.5601087,0.5591769,-1.4197644,0.06593338
../Trainingdata/VocalSound/Cough\m0456_0_cough.wav,0.40390572,0.011404874,1919.385050824797,2004.0692307785096,3873.3609474311443,0.1894779528601695,-551.52045,45.362366,-10.544022,2.7218459,-6.7285833,2.9898899,-9.654046,-4.2250533,-8.811051,-4.020766,1.7770841,0.03233109,-5.5148153,-6.0352516,-0.24316879,-3.2353337,-5.279679,-3.8772006,0.17412989,-1.4718866,-3.699445,-0.26918602,-5.383356,-1.0411825,-2.2355812,-3.6265836,-4.586185,-3.6837149,-4.9684405,-5.1268435,-2.5832913,-7.2140036,-1.3784629,-4.507191,-0.7460908,-1.737465,-0.02141265,0.09590398,-0.8174263,0.99349874,-0.5401212,0.23354451,-1.2178674,0.15489809,-0.6551304,0.22503817,-1.20139,-1.0096557,-1.9759363,-0.6317697
../Trainingdata/VocalSound/Cough\m0459_0_cough.wav,0.34458295,0.084729955,1439.2006762928584,1396.1381932019399,2293.0867513020835,0.09051890432098765,-329.92212,112.5774,-37.409492,-11.932074,-0.83447134,-4.366122,-10.335114,-18.247297,-22.914484,3.2990744,-2.140165,-10.896267,-5.2312665,1.6969296,-5.9136806,2.236634,-4.017281,-8.600139,-8.118951,-4.232095,-10.172139,-5.205735,-6.741537,-3.4723563,-0.9890005,1.621291,-1.3633713,3.0419197,-0.13875861,-0.21516702,-0.36911783,-0.27391654,-4.234422,-0.6898048,-1.4637401,-1.2282962,-0.8610905,0.8394136,-1.0291216,-0.024594555,-1.6418257,-1.3127879,-1.116885,-0.6546024,-2.1959367,-1.4351877,-1.8174614,-1.8097924,-1.6654727,-0.5508879
../Trainingdata/VocalSound/Cough\m0462_0_cough.wav,0.46820948,0.03606107,3378.622792953008,2472.26211614309,6027.6603515625,0.2655859375,-442.68463,19.942554,8.355543,2.8146324,-12.860184,3.8180091,-12.22941,-1.6585945,-12.633507,-2.6164343,-3.9212966,-3.685335,-4.463429,-1.7450233,-4.357703,-3.622173,-3.2511475,-0.88026357,-3.7498517,-0.8757519,-5.635052,-0.9632577,-4.045006,-1.9330423,-5.3133616,-2.8747437,-1.9957985,-1.3360012,-1.6249807,1.4899391,0.56193674,1.2491219,1.1915345,-0.35838377,0.89843553,1.2973248,-0.29725945,1.0510721,-0.5106475,0.94984686,-0.18863343,0.52663314,-0.09171563,0.6321786,-1.627065,-0.10661724,-0.07137187,1.0843611,0.72248435,1.0736067
../Trainingdata/VocalSound/Cough\m0466_0_cough.wav,0.47239012,0.061105054,2647.9492514922954,2095.2916117542213,4892.628748276655,0.3025028004365809,-355.98944,48.469814,-11.295175,17.017412,-2.3821297,10.327554,-10.487855,5.083035,-15.036125,-7.5532265,-16.090742,-2.2540197,-0.5981933,-0.13283074,-5.9271293,-5.433679,-1.6771388,-7.048191,-5.689936,-7.70768,-8.723832,-5.5484962,-1.3615245,-3.5131726,-4.308759,-4.8362455,-2.6727674,-6.527333,-2.6865408,-4.8325677,-3.981602,-0.36001292,-2.587734,-0.4245734,0.8985863,-0.43290037,2.630022,1.117641,-1.3438101,-1.8965706,0.036399588,3.5456374,1.0354655,0.034517862,-2.1944363,0.7534313,-1.2810645,-1.3688148,-0.39950567,0.77521753
../Trainingdata/VocalSound/Cough\m0467_0_cough.wav,0.32619753,0.0110471975,1577.1466737346127,1218.4092947970205,2898.379202869451,0.08767386463200935,-581.3244,43.315598,-17.52521,11.508692,-6.291044,2.5026062,-3.3333974,-2.4649675,-1.4272089,3.2311819,3.862485,-4.6132436,2.5253327,-4.603603,-1.8066084,-1.76715,-1.6792549,-1.4333817,-4.592451,1.4859763,-2.0697026,1.5006388,-0.9442207,-0.0162516,2.1953282,-3.7176847,1.4313217,-1.5041742,-2.7503254,0.49861947,0.7496716,-0.52231246,-0.52281874,0.6006762,-1.1705962,1.0115318,-0.23011087,-0.18707636,0.12970315,-0.48419935,0.3893363,-0.58153653,0.36877418,-0.4258201,0.8557428,0.21772827,-0.14967774,0.8617209,-0.6262381,0.9012079
../Trainingdata/VocalSound/Cough\m0469_0_cough.wav,0.45939642,0.09341341,2152.9221717438872,2424.596702490358,4750.055916078629,0.10460469470046083,-312.09247,51.21144,-5.8838196,20.72645,17.865486,26.701027,7.2269216,-5.870345,-6.8842187,-1.174445,-8.927251,-8.537106,-5.640582,-2.3870788,-10.320682,-2.208278,-11.859413,-4.318162,-3.6465456,0.4067785,-3.1687546,-4.6770587,-6.49061,-1.0166878,-7.0807915,5.472931,-4.2002606,-5.638124,1.6023742,-1.0168123,-4.4351077,1.9459622,-1.3781809,0.21163157,-1.4963251,0.5539422,-2.9588404,-1.5688123,-0.38520834,0.4608119,-2.9430904,-1.1854618,-0.009076167,-2.4082673,0.7378762,-1.9006282,-0.6527979,-1.2915486,-1.4261475,-1.5278801
../Trainingdata/VocalSound/Cough\m0470_0_cough.wav,0.44591624,0.019074673,3059.042660280306,2275.7344970628023,5699.9591033470815,0.3167408589784264,-503.1649,40.857983,-10.787568,8.369953,-17.615908,7.4498444,-7.1261263,2.1862319,-8.357782,-6.6455884,-4.364015,-6.175783,-1.4055367,-5.997691,-0.98257583,-7.061356,-4.03862,-0.6638201,-5.3982058,-1.0436634,-9.311547,-2.3090398,-4.94826,-2.506753,-1.2748382,-0.56271595,-3.046967,-1.4656951,-0.05484392,-4.1550384,1.409588,-0.52254754,-0.7644985,-1.9379832,-0.64941645,-1.42354,-0.1122173,-0.911675,-1.1517892,-1.9148817,0.119101316,0.9183872,-2.056478,-0.02931593,-0.29217997,-0.35994253,-0.8228837,-0.17114101,-0.7160458,0.5433989
../Trainingdata/VocalSound/Cough\m0473_0_cough.wav,0.5279184,0.033225164,2144.583222840894,2034.6136164486672,4431.958859465843,0.16316921027131784,-478.9976,30.680462,-3.766182,2.3631673,-12.72355,6.003523,-1.9999839,-7.574326,-6.578208,1.3053235,-4.397546,-5.5650883,-2.264599,-1.5299538,-2.6630485,-0.17878222,-3.3424978,-3.7601519,-1.3563606,-1.0776917,-0.16769055,-1.7594962,2.7854707,-0.78285253,-1.2073305,1.5037963,-1.780182,-0.285486,-0.8362684,-1.7338094,0.11141342,-1.3727132,0.13198213,-0.5206479,0.6882118,-0.103187494,-1.5401499,-0.3221226,-0.46764264,0.14356211,-0.8509443,-0.28796965,-1.0320771,-0.15857978,0.23901147,-0.3386135,-0.33895186,-0.11594308,-1.1502345,-0.66167927
../Trainingdata/VocalSound/Cough\m0474_0_cough.wav,0.54707545,0.045135666,3397.895484076358,2931.2001875293213,7089.855627111487,0.19729201858108109,-372.6287,35.64134,-1.9055624,-2.4372559,2.7250807,5.6671076,-3.8038564,0.6535703,-4.7672176,6.104859,-2.2811956,-10.09083,-3.5199332,5.2319126,1.2831923,-3.7089593,-7.13564,-1.6449174,-3.7813683,-1.5939646,-3.2401407,-2.0682397,-5.2288756,4.4385343,-1.9638164,2.6227446,-0.08878625,1.2921789,-2.542553,-2.3122308,-1.223362,-0.36593592,-2.668327,-1.2336235,-4.2621126,1.3241035,-2.969705,-0.022821633,0.05134653,1.3383639,-0.5351864,1.0526,-0.9502746,0.9911886,-0.6562979,-1.141704,-0.045990303,0.5714262,-0.10640536,2.1220527
